case,datetime,electricity [kWh]
Synthetic,2014-10-04T04:00:00Z,38.94
Synthetic,2014-10-04T05:00:00Z,41.62
Synthetic,2014-10-04T06:00:00Z,58.38
Synthetic,2014-10-04T07:00:00Z,67.87
Synthetic,2014-10-04T08:00:00Z,147.34
Synthetic,2014-10-04T09:00:00Z,149.23
Synthetic,2014-10-04T10:00:00Z,152.25
Synthetic,2014-10-04T11:00:00Z,157.62
Synthetic,2014-10-04T12:00:00Z,159.89
Synthetic,2014-10-04T13:00:00Z,168.99
Synthetic,2014-10-04T14:00:00Z,168.16
Synthetic,2014-10-04T15:00:00Z,169.78
Synthetic,2014-10-04T16:00:00Z,170.6
Synthetic,2014-10-04T17:00:00Z,153.13
Synthetic,2014-10-04T18:00:00Z,111.85
Synthetic,2014-10-04T19:00:00Z,110.42
Synthetic,2014-10-04T20:00:00Z,91.42
Synthetic,2014-10-04T21:00:00Z,90.69
Synthetic,2014-10-04T22:00:00Z,41.62
Synthetic,2014-10-04T23:00:00Z,38.94
Synthetic,2014-10-05T00:00:00Z,38.94
Synthetic,2014-10-05T01:00:00Z,33.58
Synthetic,2014-10-05T02:00:00Z,33.58
Synthetic,2014-10-05T03:00:00Z,33.58
Synthetic,2014-10-05T04:00:00Z,33.58
Synthetic,2014-10-05T05:00:00Z,33.58
Synthetic,2014-10-05T06:00:00Z,65.64
Synthetic,2014-10-05T07:00:00Z,57.64
Synthetic,2014-10-05T08:00:00Z,90.45
Synthetic,2014-10-05T09:00:00Z,97.31
Synthetic,2014-10-05T10:00:00Z,99.18
Synthetic,2014-10-05T11:00:00Z,102.73
Synthetic,2014-10-05T12:00:00Z,104.77
Synthetic,2014-10-05T13:00:00Z,103.97
Synthetic,2014-10-05T14:00:00Z,74.97
Synthetic,2014-10-05T15:00:00Z,72.49
Synthetic,2014-10-05T16:00:00Z,70.27
Synthetic,2014-10-05T17:00:00Z,60.57
Synthetic,2014-10-05T18:00:00Z,31.83
Synthetic,2014-10-05T19:00:00Z,33.58
Synthetic,2014-10-05T20:00:00Z,33.58
Synthetic,2014-10-05T21:00:00Z,33.58
Synthetic,2014-10-05T22:00:00Z,33.58
Synthetic,2014-10-05T23:00:00Z,33.58
Synthetic,2014-10-06T00:00:00Z,33.58
Synthetic,2014-10-06T01:00:00Z,33.58
Synthetic,2014-10-06T02:00:00Z,33.58
Synthetic,2014-10-06T03:00:00Z,33.58
Synthetic,2014-10-06T04:00:00Z,33.58
Synthetic,2014-10-06T05:00:00Z,33.58
Synthetic,2014-10-06T06:00:00Z,33.58
Synthetic,2014-10-06T07:00:00Z,18.77
Synthetic,2014-10-06T08:00:00Z,20.37
Synthetic,2014-10-06T09:00:00Z,31.09
Synthetic,2014-10-06T10:00:00Z,28.55
Synthetic,2014-10-06T11:00:00Z,35.56
Synthetic,2014-10-06T12:00:00Z,45.26
Synthetic,2014-10-06T13:00:00Z,45.48
Synthetic,2014-10-06T14:00:00Z,44.33
Synthetic,2014-10-06T15:00:00Z,41.18
Synthetic,2014-10-06T16:00:00Z,38.66
Synthetic,2014-10-06T17:00:00Z,40.4
Synthetic,2014-10-06T18:00:00Z,28.56
Synthetic,2014-10-06T19:00:00Z,33.58
Synthetic,2014-10-06T20:00:00Z,33.58
Synthetic,2014-10-06T21:00:00Z,33.58
Synthetic,2014-10-06T22:00:00Z,33.58
Synthetic,2014-10-06T23:00:00Z,33.58
Synthetic,2014-10-07T00:00:00Z,33.58
Synthetic,2014-10-07T01:00:00Z,38.94
Synthetic,2014-10-07T02:00:00Z,38.94
Synthetic,2014-10-07T03:00:00Z,38.94
Synthetic,2014-10-07T04:00:00Z,38.94
Synthetic,2014-10-07T05:00:00Z,41.62
Synthetic,2014-10-07T06:00:00Z,78.51
Synthetic,2014-10-07T07:00:00Z,86.63
Synthetic,2014-10-07T08:00:00Z,156.55
Synthetic,2014-10-07T09:00:00Z,149.51
Synthetic,2014-10-07T10:00:00Z,152.53
Synthetic,2014-10-07T11:00:00Z,163.24
Synthetic,2014-10-07T12:00:00Z,164.59
Synthetic,2014-10-07T13:00:00Z,162.22
Synthetic,2014-10-07T14:00:00Z,144.64
Synthetic,2014-10-07T15:00:00Z,141.52
Synthetic,2014-10-07T16:00:00Z,133.44
Synthetic,2014-10-07T17:00:00Z,114.85
Synthetic,2014-10-07T18:00:00Z,83.09
Synthetic,2014-10-07T19:00:00Z,89.43
Synthetic,2014-10-07T20:00:00Z,74.73
Synthetic,2014-10-07T21:00:00Z,75.2
Synthetic,2014-10-07T22:00:00Z,41.62
Synthetic,2014-10-07T23:00:00Z,38.94
Synthetic,2014-10-08T00:00:00Z,38.94
Synthetic,2014-10-08T01:00:00Z,38.94
Synthetic,2014-10-08T02:00:00Z,38.94
Synthetic,2014-10-08T03:00:00Z,38.94
Synthetic,2014-10-08T04:00:00Z,38.94
Synthetic,2014-10-08T05:00:00Z,41.62
Synthetic,2014-10-08T06:00:00Z,69.6
Synthetic,2014-10-08T07:00:00Z,71.06
Synthetic,2014-10-08T08:00:00Z,126.94
Synthetic,2014-10-08T09:00:00Z,117.96
Synthetic,2014-10-08T10:00:00Z,119.88
Synthetic,2014-10-08T11:00:00Z,124.79
Synthetic,2014-10-08T12:00:00Z,126.58
Synthetic,2014-10-08T13:00:00Z,129.28
Synthetic,2014-10-08T14:00:00Z,126.37
Synthetic,2014-10-08T15:00:00Z,126.95
Synthetic,2014-10-08T16:00:00Z,128.3
Synthetic,2014-10-08T17:00:00Z,114.14
Synthetic,2014-10-08T18:00:00Z,79.53
Synthetic,2014-10-08T19:00:00Z,80.55
Synthetic,2014-10-08T20:00:00Z,68.9
Synthetic,2014-10-08T21:00:00Z,70.59
Synthetic,2014-10-08T22:00:00Z,41.62
Synthetic,2014-10-08T23:00:00Z,38.94
Synthetic,2014-10-09T00:00:00Z,38.94
Synthetic,2014-10-09T01:00:00Z,38.94
Synthetic,2014-10-09T02:00:00Z,38.94
Synthetic,2014-10-09T03:00:00Z,38.94
Synthetic,2014-10-09T04:00:00Z,38.94
Synthetic,2014-10-09T05:00:00Z,41.62
Synthetic,2014-10-09T06:00:00Z,76.36
Synthetic,2014-10-09T07:00:00Z,79.03
Synthetic,2014-10-09T08:00:00Z,128.32
Synthetic,2014-10-09T09:00:00Z,117.38
Synthetic,2014-10-09T10:00:00Z,114.93
Synthetic,2014-10-09T11:00:00Z,119.08
Synthetic,2014-10-09T12:00:00Z,121.92
Synthetic,2014-10-09T13:00:00Z,124.39
Synthetic,2014-10-09T14:00:00Z,121.6
Synthetic,2014-10-09T15:00:00Z,120.92
Synthetic,2014-10-09T16:00:00Z,122.64
Synthetic,2014-10-09T17:00:00Z,109.88
Synthetic,2014-10-09T18:00:00Z,80.41
Synthetic,2014-10-09T19:00:00Z,83.75
Synthetic,2014-10-09T20:00:00Z,71.9
Synthetic,2014-10-09T21:00:00Z,72.65
Synthetic,2014-10-09T22:00:00Z,41.62
Synthetic,2014-10-09T23:00:00Z,38.94
Synthetic,2014-10-10T00:00:00Z,38.94
Synthetic,2014-10-10T01:00:00Z,38.94
Synthetic,2014-10-10T02:00:00Z,38.94
Synthetic,2014-10-10T03:00:00Z,38.94
Synthetic,2014-10-10T04:00:00Z,38.94
Synthetic,2014-10-10T05:00:00Z,41.62
Synthetic,2014-10-10T06:00:00Z,71.14
Synthetic,2014-10-10T07:00:00Z,73.65
Synthetic,2014-10-10T08:00:00Z,127.64
Synthetic,2014-10-10T09:00:00Z,117.36
Synthetic,2014-10-10T10:00:00Z,114.37
Synthetic,2014-10-10T11:00:00Z,115.58
Synthetic,2014-10-10T12:00:00Z,115.4
Synthetic,2014-10-10T13:00:00Z,117.75
Synthetic,2014-10-10T14:00:00Z,114.84
Synthetic,2014-10-10T15:00:00Z,114.65
Synthetic,2014-10-10T16:00:00Z,117.78
Synthetic,2014-10-10T17:00:00Z,109.27
Synthetic,2014-10-10T18:00:00Z,84.27
Synthetic,2014-10-10T19:00:00Z,89.21
Synthetic,2014-10-10T20:00:00Z,77.01
Synthetic,2014-10-10T21:00:00Z,79.08
Synthetic,2014-10-10T22:00:00Z,41.62
Synthetic,2014-10-10T23:00:00Z,38.94
Synthetic,2014-10-11T00:00:00Z,38.94
Synthetic,2014-10-11T01:00:00Z,38.94
Synthetic,2014-10-11T02:00:00Z,38.94
Synthetic,2014-10-11T03:00:00Z,38.94
Synthetic,2014-10-11T04:00:00Z,38.94
Synthetic,2014-10-11T05:00:00Z,41.62
Synthetic,2014-10-11T06:00:00Z,68.38
Synthetic,2014-10-11T07:00:00Z,74.63
Synthetic,2014-10-11T08:00:00Z,131.13
Synthetic,2014-10-11T09:00:00Z,124.27
Synthetic,2014-10-11T10:00:00Z,123.31
Synthetic,2014-10-11T11:00:00Z,128.34
Synthetic,2014-10-11T12:00:00Z,129.99
Synthetic,2014-10-11T13:00:00Z,130.6
Synthetic,2014-10-11T14:00:00Z,127.33
Synthetic,2014-10-11T15:00:00Z,127.88
Synthetic,2014-10-11T16:00:00Z,131.63
Synthetic,2014-10-11T17:00:00Z,119.79
Synthetic,2014-10-11T18:00:00Z,90.66
Synthetic,2014-10-11T19:00:00Z,95.3
Synthetic,2014-10-11T20:00:00Z,83.87
Synthetic,2014-10-11T21:00:00Z,85.08
Synthetic,2014-10-11T22:00:00Z,41.62
Synthetic,2014-10-11T23:00:00Z,38.94
Synthetic,2014-10-12T00:00:00Z,38.94
Synthetic,2014-10-12T01:00:00Z,33.58
Synthetic,2014-10-12T02:00:00Z,33.58
Synthetic,2014-10-12T03:00:00Z,33.58
Synthetic,2014-10-12T04:00:00Z,33.58
Synthetic,2014-10-12T05:00:00Z,33.58
Synthetic,2014-10-12T06:00:00Z,68.48
Synthetic,2014-10-12T07:00:00Z,57.51
Synthetic,2014-10-12T08:00:00Z,73.9
Synthetic,2014-10-12T09:00:00Z,74.85
Synthetic,2014-10-12T10:00:00Z,76.5
Synthetic,2014-10-12T11:00:00Z,83.96
Synthetic,2014-10-12T12:00:00Z,85.64
Synthetic,2014-10-12T13:00:00Z,83.64
Synthetic,2014-10-12T14:00:00Z,55.34
Synthetic,2014-10-12T15:00:00Z,54.96
Synthetic,2014-10-12T16:00:00Z,54.6
Synthetic,2014-10-12T17:00:00Z,46.84
Synthetic,2014-10-12T18:00:00Z,28.64
Synthetic,2014-10-12T19:00:00Z,33.58
Synthetic,2014-10-12T20:00:00Z,33.58
Synthetic,2014-10-12T21:00:00Z,33.58
Synthetic,2014-10-12T22:00:00Z,33.58
Synthetic,2014-10-12T23:00:00Z,33.58
Synthetic,2014-10-13T00:00:00Z,33.58
Synthetic,2014-10-13T01:00:00Z,33.58
Synthetic,2014-10-13T02:00:00Z,33.58
Synthetic,2014-10-13T03:00:00Z,33.58
Synthetic,2014-10-13T04:00:00Z,33.58
Synthetic,2014-10-13T05:00:00Z,33.58
Synthetic,2014-10-13T06:00:00Z,33.58
Synthetic,2014-10-13T07:00:00Z,21.24
Synthetic,2014-10-13T08:00:00Z,18.77
Synthetic,2014-10-13T09:00:00Z,18.77
Synthetic,2014-10-13T10:00:00Z,18.77
Synthetic,2014-10-13T11:00:00Z,22.18
Synthetic,2014-10-13T12:00:00Z,29.76
Synthetic,2014-10-13T13:00:00Z,31.53
Synthetic,2014-10-13T14:00:00Z,34.38
Synthetic,2014-10-13T15:00:00Z,26.12
Synthetic,2014-10-13T16:00:00Z,18.77
Synthetic,2014-10-13T17:00:00Z,18.77
Synthetic,2014-10-13T18:00:00Z,28.64
Synthetic,2014-10-13T19:00:00Z,33.58
Synthetic,2014-10-13T20:00:00Z,33.58
Synthetic,2014-10-13T21:00:00Z,33.58
Synthetic,2014-10-13T22:00:00Z,33.58
Synthetic,2014-10-13T23:00:00Z,33.58
Synthetic,2014-10-14T00:00:00Z,33.58
Synthetic,2014-10-14T01:00:00Z,38.94
Synthetic,2014-10-14T02:00:00Z,38.94
Synthetic,2014-10-14T03:00:00Z,38.94
Synthetic,2014-10-14T04:00:00Z,38.94
Synthetic,2014-10-14T05:00:00Z,41.62
Synthetic,2014-10-14T06:00:00Z,88.53
Synthetic,2014-10-14T07:00:00Z,88.3
Synthetic,2014-10-14T08:00:00Z,131.64
Synthetic,2014-10-14T09:00:00Z,119.38
Synthetic,2014-10-14T10:00:00Z,121.04
Synthetic,2014-10-14T11:00:00Z,125.02
Synthetic,2014-10-14T12:00:00Z,127.64
Synthetic,2014-10-14T13:00:00Z,132
Synthetic,2014-10-14T14:00:00Z,131.04
Synthetic,2014-10-14T15:00:00Z,130.47
Synthetic,2014-10-14T16:00:00Z,131.6
Synthetic,2014-10-14T17:00:00Z,118.37
Synthetic,2014-10-14T18:00:00Z,82.35
Synthetic,2014-10-14T19:00:00Z,82.3
Synthetic,2014-10-14T20:00:00Z,71.2
Synthetic,2014-10-14T21:00:00Z,73.07
Synthetic,2014-10-14T22:00:00Z,41.62
Synthetic,2014-10-14T23:00:00Z,38.94
Synthetic,2014-10-15T00:00:00Z,38.94
Synthetic,2014-10-15T01:00:00Z,38.94
Synthetic,2014-10-15T02:00:00Z,38.94
Synthetic,2014-10-15T03:00:00Z,38.94
Synthetic,2014-10-15T04:00:00Z,38.94
Synthetic,2014-10-15T05:00:00Z,41.62
Synthetic,2014-10-15T06:00:00Z,86.3
Synthetic,2014-10-15T07:00:00Z,86.75
Synthetic,2014-10-15T08:00:00Z,131.05
Synthetic,2014-10-15T09:00:00Z,122.07
Synthetic,2014-10-15T10:00:00Z,126.46
Synthetic,2014-10-15T11:00:00Z,133.81
Synthetic,2014-10-15T12:00:00Z,137.9
Synthetic,2014-10-15T13:00:00Z,141.05
Synthetic,2014-10-15T14:00:00Z,136.65
Synthetic,2014-10-15T15:00:00Z,135.36
Synthetic,2014-10-15T16:00:00Z,136.37
Synthetic,2014-10-15T17:00:00Z,118.37
Synthetic,2014-10-15T18:00:00Z,82.49
Synthetic,2014-10-15T19:00:00Z,81.54
Synthetic,2014-10-15T20:00:00Z,70.47
Synthetic,2014-10-15T21:00:00Z,71.89
Synthetic,2014-10-15T22:00:00Z,41.62
Synthetic,2014-10-15T23:00:00Z,38.94
Synthetic,2014-10-16T00:00:00Z,38.94
Synthetic,2014-10-16T01:00:00Z,38.94
Synthetic,2014-10-16T02:00:00Z,38.94
Synthetic,2014-10-16T03:00:00Z,38.94
Synthetic,2014-10-16T04:00:00Z,38.94
Synthetic,2014-10-16T05:00:00Z,41.62
Synthetic,2014-10-16T06:00:00Z,72.76
Synthetic,2014-10-16T07:00:00Z,77.88
Synthetic,2014-10-16T08:00:00Z,128.96
Synthetic,2014-10-16T09:00:00Z,119.73
Synthetic,2014-10-16T10:00:00Z,120.71
Synthetic,2014-10-16T11:00:00Z,126.96
Synthetic,2014-10-16T12:00:00Z,130.02
Synthetic,2014-10-16T13:00:00Z,132.89
Synthetic,2014-10-16T14:00:00Z,131.08
Synthetic,2014-10-16T15:00:00Z,132.15
Synthetic,2014-10-16T16:00:00Z,134.65
Synthetic,2014-10-16T17:00:00Z,122.02
Synthetic,2014-10-16T18:00:00Z,91.8
Synthetic,2014-10-16T19:00:00Z,89.96
Synthetic,2014-10-16T20:00:00Z,76.46
Synthetic,2014-10-16T21:00:00Z,74.92
Synthetic,2014-10-16T22:00:00Z,41.62
Synthetic,2014-10-16T23:00:00Z,38.94
Synthetic,2014-10-17T00:00:00Z,38.94
Synthetic,2014-10-17T01:00:00Z,38.94
Synthetic,2014-10-17T02:00:00Z,38.94
Synthetic,2014-10-17T03:00:00Z,38.94
Synthetic,2014-10-17T04:00:00Z,38.94
Synthetic,2014-10-17T05:00:00Z,41.62
Synthetic,2014-10-17T06:00:00Z,75.11
Synthetic,2014-10-17T07:00:00Z,82.76
Synthetic,2014-10-17T08:00:00Z,141.57
Synthetic,2014-10-17T09:00:00Z,133.5
Synthetic,2014-10-17T10:00:00Z,134.08
Synthetic,2014-10-17T11:00:00Z,139.74
Synthetic,2014-10-17T12:00:00Z,142.86
Synthetic,2014-10-17T13:00:00Z,146.73
Synthetic,2014-10-17T14:00:00Z,144.3
Synthetic,2014-10-17T15:00:00Z,144.21
Synthetic,2014-10-17T16:00:00Z,145.83
Synthetic,2014-10-17T17:00:00Z,131.98
Synthetic,2014-10-17T18:00:00Z,100.98
Synthetic,2014-10-17T19:00:00Z,100.16
Synthetic,2014-10-17T20:00:00Z,87.34
Synthetic,2014-10-17T21:00:00Z,87.48
Synthetic,2014-10-17T22:00:00Z,41.62
Synthetic,2014-10-17T23:00:00Z,38.94
Synthetic,2014-10-18T00:00:00Z,38.94
Synthetic,2014-10-18T01:00:00Z,38.94
Synthetic,2014-10-18T02:00:00Z,38.94
Synthetic,2014-10-18T03:00:00Z,38.94
Synthetic,2014-10-18T04:00:00Z,38.94
Synthetic,2014-10-18T05:00:00Z,41.62
Synthetic,2014-10-18T06:00:00Z,61.88
Synthetic,2014-10-18T07:00:00Z,69.41
Synthetic,2014-10-18T08:00:00Z,126.46
Synthetic,2014-10-18T09:00:00Z,120.41
Synthetic,2014-10-18T10:00:00Z,120.94
Synthetic,2014-10-18T11:00:00Z,125.51
Synthetic,2014-10-18T12:00:00Z,126.62
Synthetic,2014-10-18T13:00:00Z,128.87
Synthetic,2014-10-18T14:00:00Z,125.07
Synthetic,2014-10-18T15:00:00Z,124.49
Synthetic,2014-10-18T16:00:00Z,125.56
Synthetic,2014-10-18T17:00:00Z,111.14
Synthetic,2014-10-18T18:00:00Z,81.25
Synthetic,2014-10-18T19:00:00Z,81.41
Synthetic,2014-10-18T20:00:00Z,70.6
Synthetic,2014-10-18T21:00:00Z,72.87
Synthetic,2014-10-18T22:00:00Z,41.62
Synthetic,2014-10-18T23:00:00Z,38.94
Synthetic,2014-10-19T00:00:00Z,38.94
Synthetic,2014-10-19T01:00:00Z,33.58
Synthetic,2014-10-19T02:00:00Z,33.58
Synthetic,2014-10-19T03:00:00Z,33.58
Synthetic,2014-10-19T04:00:00Z,33.58
Synthetic,2014-10-19T05:00:00Z,33.58
Synthetic,2014-10-19T06:00:00Z,90.15
Synthetic,2014-10-19T07:00:00Z,74.41
Synthetic,2014-10-19T08:00:00Z,81
Synthetic,2014-10-19T09:00:00Z,75.27
Synthetic,2014-10-19T10:00:00Z,71.48
Synthetic,2014-10-19T11:00:00Z,76.94
Synthetic,2014-10-19T12:00:00Z,79.56
Synthetic,2014-10-19T13:00:00Z,77.03
Synthetic,2014-10-19T14:00:00Z,48.7
Synthetic,2014-10-19T15:00:00Z,45.65
Synthetic,2014-10-19T16:00:00Z,46.42
Synthetic,2014-10-19T17:00:00Z,41.21
Synthetic,2014-10-19T18:00:00Z,31.11
Synthetic,2014-10-19T19:00:00Z,33.58
Synthetic,2014-10-19T20:00:00Z,33.58
Synthetic,2014-10-19T21:00:00Z,33.58
Synthetic,2014-10-19T22:00:00Z,33.58
Synthetic,2014-10-19T23:00:00Z,33.58
Synthetic,2014-10-20T00:00:00Z,33.58
Synthetic,2014-10-20T01:00:00Z,33.58
Synthetic,2014-10-20T02:00:00Z,33.58
Synthetic,2014-10-20T03:00:00Z,33.58
Synthetic,2014-10-20T04:00:00Z,33.58
Synthetic,2014-10-20T05:00:00Z,33.58
Synthetic,2014-10-20T06:00:00Z,33.58
Synthetic,2014-10-20T07:00:00Z,23.71
Synthetic,2014-10-20T08:00:00Z,18.77
Synthetic,2014-10-20T09:00:00Z,18.77
Synthetic,2014-10-20T10:00:00Z,18.77
Synthetic,2014-10-20T11:00:00Z,18.77
Synthetic,2014-10-20T12:00:00Z,20.49
Synthetic,2014-10-20T13:00:00Z,23.97
Synthetic,2014-10-20T14:00:00Z,24.33
Synthetic,2014-10-20T15:00:00Z,21.09
Synthetic,2014-10-20T16:00:00Z,18.77
Synthetic,2014-10-20T17:00:00Z,18.77
Synthetic,2014-10-20T18:00:00Z,31.11
Synthetic,2014-10-20T19:00:00Z,33.58
Synthetic,2014-10-20T20:00:00Z,33.58
Synthetic,2014-10-20T21:00:00Z,33.58
Synthetic,2014-10-20T22:00:00Z,33.58
Synthetic,2014-10-20T23:00:00Z,33.58
Synthetic,2014-10-21T00:00:00Z,33.58
Synthetic,2014-10-21T01:00:00Z,38.94
Synthetic,2014-10-21T02:00:00Z,38.94
Synthetic,2014-10-21T03:00:00Z,38.94
Synthetic,2014-10-21T04:00:00Z,38.94
Synthetic,2014-10-21T05:00:00Z,41.62
Synthetic,2014-10-21T06:00:00Z,126.86
Synthetic,2014-10-21T07:00:00Z,116.48
Synthetic,2014-10-21T08:00:00Z,144.08
Synthetic,2014-10-21T09:00:00Z,124.17
Synthetic,2014-10-21T10:00:00Z,123.47
Synthetic,2014-10-21T11:00:00Z,128.88
Synthetic,2014-10-21T12:00:00Z,131.28
Synthetic,2014-10-21T13:00:00Z,132.15
Synthetic,2014-10-21T14:00:00Z,126.2
Synthetic,2014-10-21T15:00:00Z,125.23
Synthetic,2014-10-21T16:00:00Z,125.93
Synthetic,2014-10-21T17:00:00Z,112.27
Synthetic,2014-10-21T18:00:00Z,86.39
Synthetic,2014-10-21T19:00:00Z,87.76
Synthetic,2014-10-21T20:00:00Z,76.07
Synthetic,2014-10-21T21:00:00Z,77.38
Synthetic,2014-10-21T22:00:00Z,41.62
Synthetic,2014-10-21T23:00:00Z,38.94
Synthetic,2014-10-22T00:00:00Z,38.94
Synthetic,2014-10-22T01:00:00Z,38.94
Synthetic,2014-10-22T02:00:00Z,38.94
Synthetic,2014-10-22T03:00:00Z,38.94
Synthetic,2014-10-22T04:00:00Z,38.94
Synthetic,2014-10-22T05:00:00Z,41.62
Synthetic,2014-10-22T06:00:00Z,90.68
Synthetic,2014-10-22T07:00:00Z,94.56
Synthetic,2014-10-22T08:00:00Z,132.68
Synthetic,2014-10-22T09:00:00Z,123.88
Synthetic,2014-10-22T10:00:00Z,124.58
Synthetic,2014-10-22T11:00:00Z,127.97
Synthetic,2014-10-22T12:00:00Z,127.09
Synthetic,2014-10-22T13:00:00Z,122.59
Synthetic,2014-10-22T14:00:00Z,115.43
Synthetic,2014-10-22T15:00:00Z,118.09
Synthetic,2014-10-22T16:00:00Z,122.26
Synthetic,2014-10-22T17:00:00Z,109.92
Synthetic,2014-10-22T18:00:00Z,86.27
Synthetic,2014-10-22T19:00:00Z,86.07
Synthetic,2014-10-22T20:00:00Z,75.49
Synthetic,2014-10-22T21:00:00Z,77.76
Synthetic,2014-10-22T22:00:00Z,41.62
Synthetic,2014-10-22T23:00:00Z,38.94
Synthetic,2014-10-23T00:00:00Z,38.94
Synthetic,2014-10-23T01:00:00Z,38.94
Synthetic,2014-10-23T02:00:00Z,38.94
Synthetic,2014-10-23T03:00:00Z,38.94
Synthetic,2014-10-23T04:00:00Z,38.94
Synthetic,2014-10-23T05:00:00Z,41.62
Synthetic,2014-10-23T06:00:00Z,96.75
Synthetic,2014-10-23T07:00:00Z,98.78
Synthetic,2014-10-23T08:00:00Z,135.77
Synthetic,2014-10-23T09:00:00Z,121.45
Synthetic,2014-10-23T10:00:00Z,117.56
Synthetic,2014-10-23T11:00:00Z,118.28
Synthetic,2014-10-23T12:00:00Z,118.8
Synthetic,2014-10-23T13:00:00Z,118.64
Synthetic,2014-10-23T14:00:00Z,112.8
Synthetic,2014-10-23T15:00:00Z,112.33
Synthetic,2014-10-23T16:00:00Z,115.46
Synthetic,2014-10-23T17:00:00Z,106.05
Synthetic,2014-10-23T18:00:00Z,87.8
Synthetic,2014-10-23T19:00:00Z,89.84
Synthetic,2014-10-23T20:00:00Z,79.66
Synthetic,2014-10-23T21:00:00Z,82.4
Synthetic,2014-10-23T22:00:00Z,41.62
Synthetic,2014-10-23T23:00:00Z,38.94
Synthetic,2014-10-24T00:00:00Z,38.94
Synthetic,2014-10-24T01:00:00Z,38.94
Synthetic,2014-10-24T02:00:00Z,38.94
Synthetic,2014-10-24T03:00:00Z,38.94
Synthetic,2014-10-24T04:00:00Z,38.94
Synthetic,2014-10-24T05:00:00Z,41.62
Synthetic,2014-10-24T06:00:00Z,107.84
Synthetic,2014-10-24T07:00:00Z,106.29
Synthetic,2014-10-24T08:00:00Z,139.62
Synthetic,2014-10-24T09:00:00Z,123.4
Synthetic,2014-10-24T10:00:00Z,118.85
Synthetic,2014-10-24T11:00:00Z,120.13
Synthetic,2014-10-24T12:00:00Z,120.69
Synthetic,2014-10-24T13:00:00Z,120.27
Synthetic,2014-10-24T14:00:00Z,114.02
Synthetic,2014-10-24T15:00:00Z,113.25
Synthetic,2014-10-24T16:00:00Z,116.67
Synthetic,2014-10-24T17:00:00Z,107.75
Synthetic,2014-10-24T18:00:00Z,92.26
Synthetic,2014-10-24T19:00:00Z,94.54
Synthetic,2014-10-24T20:00:00Z,85.75
Synthetic,2014-10-24T21:00:00Z,88.67
Synthetic,2014-10-24T22:00:00Z,41.62
Synthetic,2014-10-24T23:00:00Z,38.94
Synthetic,2014-10-25T00:00:00Z,38.94
Synthetic,2014-10-25T01:00:00Z,38.94
Synthetic,2014-10-25T02:00:00Z,38.94
Synthetic,2014-10-25T03:00:00Z,38.94
Synthetic,2014-10-25T04:00:00Z,38.94
Synthetic,2014-10-25T05:00:00Z,41.62
Synthetic,2014-10-25T06:00:00Z,119.77
Synthetic,2014-10-25T07:00:00Z,114.09
Synthetic,2014-10-25T08:00:00Z,144.39
Synthetic,2014-10-25T09:00:00Z,126.06
Synthetic,2014-10-25T10:00:00Z,120.73
Synthetic,2014-10-25T11:00:00Z,121.89
Synthetic,2014-10-25T12:00:00Z,122.46
Synthetic,2014-10-25T13:00:00Z,121.24
Synthetic,2014-10-25T14:00:00Z,114.65
Synthetic,2014-10-25T15:00:00Z,113.38
Synthetic,2014-10-25T16:00:00Z,116.57
Synthetic,2014-10-25T17:00:00Z,107.57
Synthetic,2014-10-25T18:00:00Z,91.73
Synthetic,2014-10-25T19:00:00Z,94.79
Synthetic,2014-10-25T20:00:00Z,87.03
Synthetic,2014-10-25T21:00:00Z,90.75
Synthetic,2014-10-25T22:00:00Z,41.62
Synthetic,2014-10-25T23:00:00Z,38.94
Synthetic,2014-10-26T00:00:00Z,38.94
Synthetic,2014-10-26T01:00:00Z,33.58
Synthetic,2014-10-26T02:00:00Z,33.58
Synthetic,2014-10-26T03:00:00Z,33.58
Synthetic,2014-10-26T04:00:00Z,33.58
Synthetic,2014-10-26T05:00:00Z,33.58
Synthetic,2014-10-26T06:00:00Z,131.52
Synthetic,2014-10-26T07:00:00Z,107.57
Synthetic,2014-10-26T08:00:00Z,103.15
Synthetic,2014-10-26T09:00:00Z,90.47
Synthetic,2014-10-26T10:00:00Z,84.69
Synthetic,2014-10-26T11:00:00Z,86.7
Synthetic,2014-10-26T12:00:00Z,83.49
Synthetic,2014-10-26T13:00:00Z,78.85
Synthetic,2014-10-26T14:00:00Z,53.54
Synthetic,2014-10-26T15:00:00Z,49.45
Synthetic,2014-10-26T16:00:00Z,49.43
Synthetic,2014-10-26T17:00:00Z,47.58
Synthetic,2014-10-26T18:00:00Z,33.58
Synthetic,2014-10-26T19:00:00Z,33.58
Synthetic,2014-10-26T20:00:00Z,33.58
Synthetic,2014-10-26T21:00:00Z,33.58
Synthetic,2014-10-26T22:00:00Z,33.58
Synthetic,2014-10-26T23:00:00Z,33.58
Synthetic,2014-10-27T00:00:00Z,33.58
Synthetic,2014-10-27T01:00:00Z,33.58
Synthetic,2014-10-27T02:00:00Z,33.58
Synthetic,2014-10-27T03:00:00Z,33.58
Synthetic,2014-10-27T04:00:00Z,33.58
Synthetic,2014-10-27T05:00:00Z,33.58
Synthetic,2014-10-27T06:00:00Z,33.58
Synthetic,2014-10-27T07:00:00Z,23.71
Synthetic,2014-10-27T08:00:00Z,18.77
Synthetic,2014-10-27T09:00:00Z,18.77
Synthetic,2014-10-27T10:00:00Z,18.77
